src	trg	src_ctx
Do you remember when mrs. campbell said that [pr] husband was loved by all?	¿recuerdas que la señora campbell dijo que su marido era querido por todos?	Well, there was something about the way she said it, right, and it got me to thinking, so i started looking at all of his bills -- you know, hotels, jewelry, things like that. - and i'm pretty sure that campbell was giving love back, if you know what i mean. - how much coffee have you had?
Sutton, ethan's been cheating on you with someone named emma.	Sutton, ethan te ha estado engañando con alguien llamada emma.	He let it slip out at the club. - so tell us, ethan, who's emma? - i think that's a pretty good question, right, sutton?
It's great that you're really enjoying your work so much, peyton, just as long as you're not using it to hide behind.	- y con tu sello. es fantástico que disfrutes tanto tu trabajo, peyton. siempre que no lo uses para esconderte.	What's that supposed to mean? - look, before the wedding, i told lucas that he shouldn't marry lindsey. - why? - - because i just read his new novel, and when i did, i knew right away that he was still in love with you,
Riley and i can search for dracula, and willow, you and tara could do a protection spell at buffy's house, prevent [pr] from returning.	Riley y yo podemos buscar a drácula. willow, tú y tara haced un hechizo de protección en la casa de buffy para impedir que vuelva a entrar.	Got it. how'd he get inside anyway? - he seemed so nice and normal. - a little pale.
- god knows what they'll do to jessie.	- dios sabe qué le harán a jessie.	I should have stopped this 20 years ago. - what are you talking about? - first time sal came to my mother's house, i knew he was no good.
I wish i could just ask [pr] why she's been keeping everything from me and including sutton.	Desearía poder preguntarle por qué me ha estado ocultando todo a mi e incluyendo sutton.	Well, you can't just ask her. - well, i know that. - she would just turn it around, and cover.
In mexico, [pr] was there, riley... inside my head, every time.	En méjico, estaba allí, riley dentro de mi cabeza, en cada momento.	But she didn't do anything. - she never interfered. all she did was... - watch.
Uh, zoe's got [pr] heart set on having something of harley's for the baby.	Zoe tiene el corazón puesto en tener algo de harley para el bebé.	Oh. i wish i could help you, hon, but we didn't even know harley had a kid. - when he passed, we just gave his things to charity. - so, everything's gone?
You see, miss arden's contract won't permit [pr] to marry for five years.	El contrato de la srta. arden le prohíbe que se case en cinco años.	My job is to see that she doesn't break that contract. - lucky you have a sense of humor. - humor and patience and... a knowledge of the alienation of affection laws of every state.
Matthew lambert, 26, was arrested when [pr] was 21 and a senior at emerson.	Matthew lambert, 26, arrestado cuando tenía 21 y estudiaba en emerson.	He was arrested for selling drugs and found guilty of a felony. - secret service won't let him in unless someone is watching him. - - i stay with him the whole night?
And i'm betting if we test your keys, we'll find metal from angel santana's motorcycle, where you scratched in "late night bitch."	Y apuesto a que si probamos tus llaves encontraremos metal de la moto de ángel santana donde rayaste "perra de la noche".	He told me that night, just before he left the studio. - how he'd heard weisberg say they were going to bury him unless he made a change. - thirty-five years i had his back, he was gonna toss me aside like one of his ex-wives.
[pr] name is charles finley.	Se llama charles finley.	He took over for martin gorham when he passed last year. - nice man... - but?
Milan is having a great match, and is leading 4-1.	El milan está arrasador, y llega a los 4x1.	Pel scores again. - but his goals were not enough to avoid the defeat. - i couldn't play in the tace-ott against milan at maracan', and neither could zito or calvet.
Riley, if [pr] goes to meet king, he'll never come back.	Riley, si va a ver a king, nunca regresará.	Faro, get behind the bar. - open the cash drawer, and put your gun in it. - keep both hands on the bar top where he can see them.
Lieutenant walter monroe, united states marine corps... currently serving at parris island, south carolina... after completing a tour of duty in iraq.	Teniente walter monroe, cuerpo de marines de los estados unidos... actualmente prestando servicio en parris island, carolina del sur... después de completar un período de servicio en irak.	Well, on behalf of the entire courtroom... i'd like to thank you for your service to our country, lieutenant. - could you please tell us how you know peter thomason... the defendant in this case? - thomason was in my unit before he received a general discharge.
I just wanted to thank you for a great first day, and for, you know... standing up for me with mr. campbell.	Quiero darle las gracias por un estupendo primer día y por defenderme del sr. campbell.	First of all, peggy, i'm your boss, not your boyfriend. - second of all, you ever let pete campbell go through my trash again, and you won't be able to find a job selling sandwiches in penn station. - he said he left his fountain pen in here.
But the only person i told was sol!	Pero ¡solo se lo conté a sol!	You don't speak to anyone else! - it's not like i blabbed to guy and told him that you were over there kissing ex-convicts at 4:00 in the afternoon. - you did what?
Blair learned scheming from [pr] mother	Blair aprendió a ser manipuladora de su madre.	And unrealistic dreaming from her father. - she tries really hard to act all grown-up, - but don't you be fooled.
Deliver it early in the morning to mr. allen campbell.	Quiero que la entregues en mano mañana temprano. al sr. allen campbell.	You'll find the address on the envelope. - yes, sir. - when allen campbell received his letter, he would come.
That song was a message about the campbell apple farm.	La canción era un mensaje acerca de la granja de los campbell.	Ali figured it out before we did. - and i think that she went there to meet andrew without us. - it worked.
Besides, [pr] won't show [pr] face again in salem.	Además, no volverá a aparecer en salem.	She knows she wouldn't even rate a trial. - straight to the noose, straight to hell. - i admire your sangfroid.
Nelson, would you take jessie back to [pr] dad's house?	Nelson, le tomaría jessie espalda a la casa de su padre?	Get her a cup of tea. - i'm sorry to do this but we need to search your father's home. - yes, i was in the air about then.
