src	trg	src_ctx
Last summer, a woman contacted Kris and I and said [pr] had a son, a foster-son.	L'été dernier, une femme nous a contactés, Kris et moi. Elle avait un fils, un fils adoptif.	She asked if he could join our scout unit. - But she said to keep a close eye on him. - Apparently he'd had 'kind of a traumatic and violent past'.	 
Trip Murphy and Maggie Peyton will settle this between them!	Trip Murphy et Maggie Peyton vont régler ça entre eux !	Go, Maggie! - - All right! - - We've got him now!	 
You were with Campbell when James was killed.	Donc Campbell n'a pas pu tuer James.	So then Campbell couldn't have killed James. - Did he say anything to you when you were in his trailer? - He said that he was ready to make things right for me.	 
And I want to know why [pr] doesn't think I should trust Sutton.	Et je voudrais savoir pourquoi il ne pense pas que je devrais faire confiance à Sutton.	He's just so, like, mysterioso about everything. - What doesn't he want to tell me? - I don't know.	 
Since when did you and Roy Carlin become so friendly?	Depuis quand Roy Carlin et toi êtes devenus de si bons amis ?	I hardly know him. - Honest. - He was here when I came in.	 
Kiran forgets all [pr] pains and sorrows and [pr] becomes a child with him.	Kiran oublie sa tristesse et son angoisse et redevient enfant avec lui.	She is after all just 19 years old. - This is Kiran -who had had come here to laugh and love... hope she gets her share of happiness. - I promise you Khan Baba she will definitely get her share of happiness.	 
[pr] lied, Peyton.	Elle a menti, Peyton.	She said that she'd been away at college but she wasn't. - She hadn't been there in months. Well does, does that even matter, you know? - Is that enough?	 
Mr. Emerson says it's all [pr] fault.	Mr Emerson dit que tout est de sa faute.	Because I told him to trust to love. - I told him, "George, love and do what you will." - It's what I taught him.	 
What's wrong? I really think we should tell Hoffman what Detective Kerry said in [pr] last message.	Strahm, je crois qu'il faut montrer à Hoffman le dernier message de Kerry.	She said two officers might be in danger but until we know who we're not causing any panic... - If Detective Hoffman or anyone else in this precinct is in danger I think they should know it. - That's your call.	 
Although I wouldn't mind checking out Riley's technique.	Bien que ça ne dérangerait pas de vérifier le technique de Riley.	Technique? - She's got a technique? - Oh, my God, Bobby's gonna lose his shit if he finds out!	 
You're gonna deliver this baby in a hospital gown designed by Armani.	Tu vas pouvoir avoir ton bébé dans une blouse d'hôpital signée Armani.	She ran out on me. - She said she realized she didn't want to be a mother after all. - [ Crying ] Oh, disaster, Frances.	 
According to bedazzlecats39, you're looking at The Brunswick Inn in Port Campbell.	D'après bedazzlecats39, vous voyez ici l'hôtel Brunswick à Port Campbell.	Bingo. - Val's credit card records show that she spent a few nights at The Brunswick Inn in November 2008. - And it looks like Jason crashed there, too, also in November 2008.	 
You're getting to be one of our best customers, Carlin.	Vous êtes en train de devenir un de nos meilleurs clients, Carlin.	Must be that good whiskey you serve, Luke. - Speaking of liquor, whatever happened to that salesman, Thompson? - I don't know. I haven't seen him since last night.	 
Okay, let's say [pr] saw Robbie spying on her.	Disons qu'elle a vu que Robbie l'espionnait.	She's upset. - Yeah, she seemed livid. - Keep going.	 
She's just taking a page out of the playbook Of Dorothy Nelson Reilly.	Elle a juste tout piqué au mode d'emploi de Dorothy Nelson Reilly.	So, I guess this isn't a date. - You brought your boyfriend? - I was hoping we'd do this like Europeans, Where he and I wouldn't meet until your funeral.	 
No, she's not. She's going to Frank E. Campbell.	Non, elle ira chez Frank E. Campbell.	Anyone track down her family? - She has a niece. - I'll call her.	 
Well, Mr. Arden, as I understand it, your wife, Ellen Wagstaff Arden was a member of an anthropological expedition... - ...shipwrecked off the coast of Indochina.	Ainsi, votre femme, Ellen Wagstaff Arden, était membre d'une expédition anthropologique dont le bateau fit naufrage.	Now, what was she doing on an expedition? Mother of two infant children. - You'll find the circumstances in my brief. - "Said Ellen Wagstaff Arden was engaged as a photographer for a three-month period."	 
Police hope the reconstruction of the last movements of Lauren Parris will help them catch [pr] killer, lt's now two weeks since the body of the singer was found floating in a canal,	La police espère que la reconstitution des derniers faits et gestes de Lauren Parris aidera à arrêter son assassin. Il y a 2 semaines, le corps de la chanteuse a été repêché dans un canal, à Londres.	So far the police have made little progress in their investigation, - Where she went next is still unknown, that's the mystery police believe this reconstruction could help solve, - Police are anxious to trace this man - seen in the market when Lauren disappeared,	 
She's in D.C. at the same time as Campbell.	Elle est à Washington D.C au même moment que Campbell.	Good work, Agent. - Dig deep on Tousignant. - I want to know who she is and who she was talking to before and after she arrived in Mobile.	 
You set up rules, and this becomes Jessie's job.	Vous posez des règles et Jessie fait le travail.	In order to earn her keep, a certain amount has to be eaten each day or each week. - It has to be an attainable goal. - I think I have something on this.	 
The police could identify Riley's body at any time.	La police peut identifier le corps de Riley à tout moment.	I need to be with him if they do. - Well if they do, they'll probably come here. - So we should be happy he's out.	 
Maybe [pr] liked Salem more than [pr] knew.	Peut-être qu'elle aimait Salem plus qu'il ne le pensait.	Oh, I bet that tattoo might have made Salem happy, but I can also think of somebody that it would have pissed off. - Mustafa Haddad was with the Imam, just like he said. - Moving on. Vic's yearbook?	 
They keep mentioning classified documents... are they the same ones Laura Sutton was writing about last week?	Ils gardent de mentionner les documents classifiés sont-ils ... les mêmes Laura Sutton a été écrit à propos de la semaine dernière?	One would assume. - He said as much on the video. - - Who did?	 
- Poor Lavon, [pr] loves this town.	- Pauvre Lavon, il aime cette ville.	- As well he should. - (sighs) The good news - fake affair exposed, at least we can put the "P" back in "PDA"" - - Have you been working on that line?	 
Harley called me that night, said [pr] needed to throw something in my oven overnight.	Harley m'a appelé ce soir-là. Il voulait utiliser mon four pour la nuit.	He didn't say what it was. - Yeah, but you knew it wasn't a tray of lasagna. And I said no way. - No way.	 
And then Jason, [pr] turned, and [pr] hit Stevie Branch, and that's when Michael Moore, [pr] took off.	Et là, Jason s'est tourné, il a frappé Stevie Branch et c'est là que... Michael Moore s'est enfui.	So I chased him, grabbed him and held him until they got there. - And then, and that's when I left. - Who had a knife?	 
Mr. Harley, wouldn't you feel more secure if we cleared it up?	M. Harley, ne seriez-vous pas plus rassuré si nous réglions le problème?	Yes, I suppose so. - The fact is, the fellow's gone out. - We might try looking about his room.	 
Huh! Mavis Arden isn't such a bad sort.	Mavis Arden n'est pas si méchante.	If she's a little hard-boiled, well, she's had to be hard-boiled to get where she is. - She kept on going up until suddenly she found herself... a pampered, glamorous celebrity with the whole world at her feet. - It's a wonder she's kept her head as well as she has.	 
[pr] kept it a secret until that night we were to meet under the moon and leave Salem forever.	Elle a gardé ce secret jusqu'à cette nuit où nous devions nous retrouver pour quitter Salem à jamais.	But before I could come to you, - Tituba brought our little boy to me. - I couldn't abandon him yet again.	 
It's just [pr] and Mr. Campbell going.	Non, il part seul avec M. Campbell.	What? - Don's going with Pete? - He can't do that.	 
There were a few things in particular I felt Robbie emotionally drawn to.	Il y avait des choses en particulier qui ont émues Robbie.	A jogger, someone painting someone's fingernails, and a girl in a tank top going to her refrigerator. - Details, please. - What?	 
Yeah, so, Riley here just took over The Rub.	Oui, donc Riley ici a repris The Rub.	Is that right? - Yeah, I did. Mmm-hmm. - And I owe her everything.	 
But part of me would keep escaping and I'd find it running, in memory, back through the fields of Peyton Place or wandering down streets now empty of young men.	Mais une partie de moi s'évadait, je la trouvais courant, en mémoire, dans les champs de Peyton Place ou errant par les rues désormais vides d'hommes jeunes.	I got a couple of funny ones. - This is from Ted Carter. - He says:	 
