src	trg	src_ctx
Are you a parent or guardian , Emerson Cod?	Sind sie ein Vater oder ein Vormund, Emerson Cod?	Unprepared for the question, The answer tried to hang on to the inside of his throat. - Um...uh , i used to be. - Did you say "used to be"?	 
Did [pr] see Larkin?	Hat er Larkin gesehen?	How is she supposed to know? - He's been in a coma. - Untie my leg.	 
That  [pr] Had An Affair With Adam.	Das sie eine Affäre mit Adam hatte.	Well, She Didn't. - She Was His Patient-- A Pathetic, Lonely Woman. - One Day, For No Other Reason Than Sheer Pity, He Gave Her A Little Kiss.	 
An hour ago, [pr] sent a text to [pr] field office about a security issue on board this air craft.	Vor einer Stunde schickte er eine SMS an sein Büro wegen eines Sicherheitsproblems an Bord dieses Flugzeuges.	What kind of security issue? - "Possible threat to oceanic air flight 57. I'm investigating." - That's all Ford said in his text.	 
Jackie, you have a good lawyer?	Haben Sie einen guten Anwalt?	Can she afford a good one, is more like it. - Otherwise you'll be in Sybil Brand three weeks... before the public defender gets around to ya. - Hey, Jackie, do you know a guy named Beaumont Livingston?	 
An operation [pr] called "Job 3-14".	Er nannte das "Job 3-14".	He thought Golitsyn was doing it tonight. - - The list he stole was a decoy. - - That's correct.	 
An angel and serpent, gypsy and queen. Eastern sun and northern ice.	Engel und Schlange, Zigeunerin und Königin Sonne des Ostens und Eis des Nordens!	That's the Russian woman, with her tenderness and rage. She'll sacrifice herself and then betray another. - That's the true Russian woman. Our ideal! - Your portrait is perfect.	 
An interesting case, but nothing to be concerned about.	Ein interessanter Fall, aber es besteht kein Grund zur Sorge.	His memory of the race was expunged with no residual effects. - He will never run again. - He will never walk again, for that matter.	 
An entirely mediocre and defenceless creature with not a shred of poise.	Ein verunsichertes Geschöpf. Von gutem Auftreten keine Spur.	Austin, you're so intolerant. - You expect so much. - You remember her mother, Liz?	 
- Are you alright, Sol? - Yeah, I'm alright	- Geht es dir gut, Sol?	You must help him regain his memory. - You! - Wong Fai-hong, I, Yim Chun-tung, will see how good you really are.	 
Artie, listen, I'm really sorry.	- Artie, hör mal, es tut mir wirklich leid.	Tell Kelly that I love her. - Tell her to-- shh, shh, shh, shh. - Close your eyes.	 
Well , we need to find this Jackie Johnny and fast.	also müssen wir diesen Jackie Johnny schnell finden.	In less than 16 seconds, The dead girl who was not dead Would be involved in the smallest of ironic coincidences. - For just as she said to herself... I wish i were where the action were at. - She was where it were at.	 
An ingenious system for extracting the truth.	Ein ausgeklügeltes Mittel, um jemandem die Wahrheit zu entlocken.	How can he give you a name? - The boy can barely speak. - Listen to how he sings of his love of Satan.	 
Yeah, Casey. - Howard's doing real good, isn't he?	Howard macht sich wirklich gut, nicht?	- Well, we're - - We're very worried. You know, he - he - he won't wake up. - Uh, but other than that, he doesn't have any broken bones, so -	 
How did Jackie almost kill a patient?	Wie hat Jackie fast eine Patientin umgebracht?	She entered the wrong insulin dosage. - - We all make mistakes. - - We do, Jackie doesn't.	 
And I'd be thinkin' that [pr] was just about to the Rio Grande by this time.	Und dass erjetzt schon am Rio Grande sein müsste.	Well, that's what I been thinkin'. - Ah, he wouldn't do that. - Nah, he wouldn't do that.	 
Like Dr. Esselstyn, Dr. Campbell continues to lecture throughout America and beyond.	Wie Dr. Esselstyn, so hält auch Dr. Campbell Vorträge im In- und Ausland.	Dr. Campbell, you believe that even if animal-based proteins, meat, dairy, et cetera... are free from contamination, you don't think people should eat them? - No, I don't. - In China, where Dr. Campbell did his large study a generation ago, the population has experienced dramatic increases in the amount of meat, dairy, and processed foods the average person consumes.	 
An ordeal, such as only heroes can surmount.	Prüfungen, die nur Helden... bestehen können.	Let her rest a little. - In a few moments, she will shine like the full moon... - Here I am!	 
An infection, usually in the bones, when it's exposed to bacteria.	Eine Infektion in den Knochen, wenn sie Bakterien ausgesetzt sind.	You're fucking crazy. - No, I'm telling you, he won't last through the day like this. - Without anesthesia?	 
- An early birthday gift.	- Ein frühzeitiges Geburtstagsgeschenk.	Dominic trains a lot of division one swimmers. - Yeah, and a few gold medalists, too. - I made an appointment for you to meet with him in Philly this afternoon. Today?	 
If Artie trusts him, that's good enough for me.	Wenn Artie ihm vertraut, reicht mir das.	Even if his robe doesn't cover... - Alacritious expeditious a- zoomy-zoom-zoom! - Let's help our friends get back soon!	 
Tina dumped Artie for Mike Chang.	Tina hat Artie für Mike Chang verlassen.	in the shower. And we'd like to talk to you about Glee Club. - Finn thought Kurt was trying to look at him in the shower, so he called him a name which totally got him chewed out by Kurt's dad. - Maybe everyone should just start taking baths.	 
An exquisite brutality, an amazing agility and a super-human strength.	Jemand mit exquisiter Brutalität, einer beeindruckenden Beweglichkeit und mit übermenschlicher Kraft.	And he's handsome too. - Not that I know about such things, but they often want him for the cinema. - Now.	 
An intelligent man, but cold.	Ein intelligenter Mann, aber kalt.	No blood in his thinking. - So we must start to thaw him out. - We thaw him.	 
We're going to West Africa, Mr. O'Shay.	Wir fliegen nach Westafrika.	West Africa? - You're crazy! - Knowing Sir Henry's views on my "toy," I'm quite sure he agrees with you.	 
Mr Marlowe here just delivered the man [pr] says murdered Brody.	Mr Marlowe hat uns gerade den Mörder geliefert, wie er behauptet.	Here's his gun. - Tell your story, Marlowe. - You heard about the car fished out of the sea with a corpse in it?	 
An important job they had, well, forgotten to do.	Eine wichtige Aufgabe, die sie, naja, vergessen hatten.	Aren't we supposed to go on a double date with Ted. Ted? No. - He's not seeing anyone. Yeah. - Remember he asked us to find a...	 
Remy was the best press secretary I ever had.	Remy war der beste Pressesprecher, den ich jemals hatte.	Why did you let him go? - I didn't. - They stole him away.	 
An uncorroborated statement from a rapist who barely speaks English?	Eine unbestätigte Aussage eines Vergewaltigers, der kaum Englisch spricht?	Now, before you get all hot under your kevlar vests, allow me to tell you a story that I feel could make a big difference in all our lives. - A few years ago, a boy like Rusty Beck... Homeless, abandoned... disappeared off the streets of Los Angeles. - Atypically for a teenager in his situation, this boy was reported missing to the police.	 
An unrehearsed program presenting inside opinions and forecasts on major issues of the day.	Ein Gespräch mit Meinungen und Prognosen zu... wichtigen Themen des Tages.	Here's the moderator, John McLaughlin. - Issue one, the new Bill Mitchell. - Two weeks after his brush with death the president is suddenly bounding around the country with the energy of a high-school track star.	 
Krishna has grown up, Rohit	Krishna ist jetzt erwachsen, Rohit.	I'm not sure how long I will be able to hide him - Where is Sonia Mehra and her grandson Krishna, Father? - It's the third time in so many years that I've come to ask you	 
Bryce Larkin-- [pr] was my roommate.	- Bryce Larkin, er war mein Zimmerkumpel.	Oh, yes. - What's he doing now? - I think he's an accountant.	 
Yo, dude, Jessie's missing and no one can find her.	Jessie ist weg, keiner kann sie finden. Ist sie hier?	Is she here? I screwed up. - I screwed up. - I wasn't trying to hurt Jessie, I swear.	 
Oh, 'cause Santana's coming down.	Oh, weil Santana rüber kommt.	Huh? - Well, you just texted him when I walked in. - Oh, don't play dumb;	 
An assailant armed with a knife usually comes from behind but the victim faced [pr] killer head-on.	Ein Angreifer mit einem Messer kommt für gewöhnlich von hinten... aber diesmal wurde das Opfer von vorn angegriffen.	Allowed him to get close. - It happened very quickly and with a huge amount of force. - The killer was somebody Pickles knew.	 
Bryce Larkin from Connecticut is a spy?	Bryce Larkin aus Conneticut ist ein Spion?	A rogue spy. - Did he try to contact you? - He-he sent...	 
There was a coin in [pr] sock. An Iranian rial.	Es war eine Münze in seiner Socke, ein iranischer Rial.	Do you have the coin? - No, the killer took it. - Why would he do that?	 
-Have you found Vince Larkin?	- Habt ihr Vince Larkin gefunden?	-We're having trouble reaching him, sir. - Of course, you're having trouble reaching him! - He's off saving the rain forest or recycling his sandals or some shit.	 
How do you know Rowan?	Woher kennst du Rowan?	When I was in high school, she tutored me for the SATs, which was a complete waste of time. - How do you know her? - How much further? That is her townhouse just there on the right.	 
Robbie's up in [pr] room playing video games.	Und Robbie ist in seinem Zimmer und spielt Videospiele.	What about "murder, she wrote"? - Oh, sweetheart, do you mind watching it upstairs? - I just... I really want to finish this chapter.	 
Well, I thought I'd talk to you privately first, because your next call is going to be from Pete Campbell.	Ich wollte erst allein mit dir sprechen, denn bald wird dich Pete Campbell anrufen.	Have him call me. I'd love to hear his version of it. - Well, Pete says that Sunkist called him distraught. - Severely distraught because apparently you cut the engines and scared them half to death.	 
