src_ctx	src	trg
Two international silver medals came that year at the 2013 Pan American Junior Athletics Championships (losing to Daniellys Garay on countback) and the Bolivarian Games, where she was second to Kashani Ríos. Improving in her new event, she had a best of 6.23 m (20 ft 5 1⁄4 in) in long jump that year.	[pr] also competed in the long jump at the latter event, placing sixth.	Sie trat bei dem Event auch im Weitsprung an und wurde Sechste.
She received a Lectureship appointment in Artificial Intelligence and Theory of Computation at the Canberra College of Advanced Education, and was Dean of the Faculty of Information Sciences and Engineering at the University of Canberra from 1989 to 1993. Mary Josephine O'Kane, AC (born 1954) an Australian scientist and engineer, is the Chair of the Independent Planning Commission of New South Wales (formerly the NSW Planning Assessment Commission).	[pr] moved to the University of Adelaide in 1994, serving as Deputy Vice-Chancellor (Research) and Professor of Electrical and later as Vice-Chancellor and President from 1996 to 2001.	1994 wechselte sie zur University of Adelaide, wo sie als stellvertretende Vizekanzlerin (Forschung) und Professorin für Elektrotechnik tätig war, und arbeitete dort von 1996 bis 2001 als Vizekanzlerin und Vorsitzende.
She is currently pursuing a master's degree in public administration from Islamic University in Uganda (IUIU) Egunyu served as vice chairperson Buvuma District local government in 2011. She served as vice chairperson committee on agriculture, animal industry and fisheries from 2011 to 2013.	[pr] was also a secondary school teacher at Jinja secondary school and Iganga progressive king of kings from 2000 to 2004.	Von 2000 bis 2004 war sie außerdem als Sekundarlehrerin an der Jinja Secondary School und an der King of Kings Secondary School in Iganga tätig.
After graduation, Lewis went to work as an attorney in the U.S. Justice Department and later in the Office of Compliance in the Equal Employment Opportunity Commission. Delano Eugene Lewis (born November 12, 1938) is an American attorney, businessman, and diplomat.	[pr] was an associate director and country director for the Peace Corps in Nigeria and Uganda from 1966 to 1969.	Von 1966 bis 1969 war er als stellvertretender Leiter und Landesdirektor für das Friedenskorps in Nigeria und Uganda tätig.
A graduate of the medical school at Tohoku University, Kasai remained there for most of his medical career, chairing the university's 2nd Department of Surgery and serving on the school's Board of Councilors. Kasai practiced from the 1940s until 1993, spending the last few years of his career leading a hospital in Tohoku.	Though best known for the procedure that came to bear [pr] name, Kasai also studied peritonitis in infants and children, and [pr] made contributions to the understanding of esophageal cancer, pediatric liver cancer and a colon abnormality known as Hirschsprung's disease.	Auch wenn Kasai vor allem für das nach ihm benannte Verfahren bekannt ist, studierte er auch die Peritonitis bei Säuglingen und Kindern und leistete Beiträge zum Verständnis von Speiseröhrenkrebs, pädiatrischem Leberkrebs und einer als Hirschsprung-Krankheit bekannten Anomalie des Dickdarms.
In 1998, Deputy Governor Fukui resigned in connection with a bribery scandal involving leaks of financially sensitive information. He then became chairman of the Fujitsu Research Institute, a private policy group.	[pr] joined then-Governor Yasuo Matsushita in expressing official remorse by leaving the bank.	Er tat es dem damaligen Gouverneur Yasuo Matsushita gleich und zeigte öffentlich Reue, indem er die Bank verließ.
Ian J Norman, RN, Ph.D., is a British professor of nursing, researcher, and author, based in London, UK. Norman is currently an Assistant Principal (Academic Performance), of King’s College London and Executive Dean of the Florence Nightingale Faculty of Nursing & Midwifery at King’s.	[pr] research and writing is focused primarily in the fields of psychiatric and mental health nursing, and psychological treatments for people with mental health difficulties.	Seine Forschungen und Schriften konzentrieren sich überwiegend auf die Fachgebiete der psychiatrischen und psychischen Gesundheitspflege sowie auf psychologische Behandlungen für Menschen mit psychischen Gesundheitsproblemen.
Karsten Nohl (born August 11, 1981) is a German cryptography expert and hacker. Nohl grew up in the Rhineland area of Germany and studied electrical engineering at the Heidelberg University of applied sciences from 2001 to 2004.	[pr] areas of research include GSM security, RFID security, and privacy protection.	Zu seinen Forschungsbereichen gehören GSM-Sicherheit, RFID-Sicherheit und Datenschutz.
Konishi received a Fulbright travel scholarship to move to the United States for his doctoral research. Instead, he completed his PhD under ethologist Peter Marler, who had also recently arrived at the institution.	In September 1958, [pr] arrived at the University of California, Berkeley to undertake [pr] PhD with Alden H. Miller, only to discover that Miller was on sabbatical in South America.	Im September 1958 erreichte er die University of California, Berkeley, um seinen Ph.D. mit Alden H. Miller durchzuführen, nur um festzustellen, dass sich Miller zu einem Sabbatical in Südamerika befand.
Quaynor graduated in engineering science from Dartmouth College in 1972 and received a Bachelor of Engineering degree from the Thayer School of Engineering there in 1973. He attended the Kinbu Secondary Technical School, Adisadel College and Achimota School in Ghana.	[pr] then studied Computer Science, obtaining an M.S. from the State University of New York at Stony Brook in 1974 and a Ph.D. from the same institution in 1977.	Anschließend studierte er Informatik und machte 1974 seinen Masterabschluss an der Stony Brook, State University of New York, wo er 1977 auch seinen Doktortitel erhielt.
In 1903, she formed the Utkal Young Men's Association and managed the Utkal Young Women's Association. She started a Hindu widow's training school to train widows to become high school teachers.	[pr] was instrumental in creation of the first women's college in Odisha, the main building of which was gifted by her.	Sie spielte eine wichtige Rolle bei der Gründung des ersten Frauen-Colleges in Odisha, dessen Hauptgebäude von ihr gestiftet wurde.
Under his leadership 10 doctoral and 30 master's theses were completed. In 1962 Professor Gevorkian was elected to the ASSR Academy of Sciences as a Corresponding Member, and in 1963 he was elected a member of the Surgeon's International Society in Rome.	In 1961 [pr] was named an honored scientist of the Armenian SSR.	1961 wurde er zum Ehrenwissenschaftler der Armenischen SSR ernannt.
Livio Dante Porta (21 March 1922 – 10 June 2003) was an Argentine steam locomotive engineer. He developed the Kylpor and Lempor exhaust systems.	[pr] is particularly remembered for [pr] innovative modifications to existing locomotive systems in order to obtain better performance and energy efficiency, and reduced pollution.	Er ist vor allem für seine innovativen Modifizierungen von bestehenden Lokomotivsystemen bekannt, mit denen die Leistung und Energieeffizienz gesteigert und die Umweltverschmutzung reduziert wurde.
Gessle went on to release solo albums and reunited with Gyllene Tider before Roxette took to the stage together again for the first time in eight years, in 2009, during Gessle's European Party Crasher tour. Formed in 1986, the duo became an international act in the late 1980s, when they released their breakthrough second album Look Sharp! Their third album Joyride, which was released in 1991, became just as successful as its predecessor. 	Roxette was a Swedish pop rock duo, consisting of Marie Fredriksson (vocals and keyboards) and Per Gessle (vocals and guitar).	Roxette war ein schwedisches Poprock-Duo, das Marie Fredriksson (Gesang und Keyboard) und Per Gessle (Gesang und Gitarre) bildeten.
In 1989, Gina became the first woman in Concordia University’s history to earn a PhD in building engineering. Cody was born in Iran in 1956.	In 2018, following [pr] donation of $15 million, Concordia University renamed its faculty of engineering and computer science after [pr] (the Gina Cody School of Engineering and Computer Science), making it the first university engineering faculty to be named after a woman in Canada, and internationally.	2018, nach ihrer Spende über 15 Millionen $, benannte die Concordia University die Fakultät für Technik und Informatik nach ihr (die Gina Cody School of Engineering and Computer Science) und machte die Fakultät so zur ersten universitären Technikfakultät in Kanada und weltweit, die nach einer Frau benannt ist.
Daniel Everton Bailey (born 9 September 1986) is a male sprinter from Antigua and Barbuda who specialises in the 100 metres. He came to prominence in 2009 with a 100 m win in the IAAF Golden League and a fourth-place finish at the 2009 World Championships in Athletics.	[pr] carried the flag for [pr] native country at the opening ceremony of the 2004 Summer Olympics, 2012 Summer Olympics, and the 2016 Summer Olympics and was a 100 m semi-finalist at the 2008 Beijing Olympics.	Er trug die Fahne seines Geburtslandes bei der Eröffnungszeremonie der Olympischen Sommerspiele 2004, der Olympischen Sommerspiele 2012 sowie der Olympischen Sommerspiele 2016 und stand bei den Olympischen Spielen in Peking 2008 im Halbfinale über 100 m.
She has been using traditional and social media to speak out against discriminatory practices in Mauritania, including against women and members of the Haratin and Afro-Mauritanian communities, and against reprisals against human rights defenders. A fatwa was issued against her and her friend and fellow human right activist Aminetou Mint El-Moctar in 2014 after they called for the death sentence of the blogger and political prisoner Mohamed Mkhaïtir to be quashed.	[pr] has suffered a smear campaign in social media by religious groups and received numerous death threats.	Sie musste in den sozialen Medien eine Hetzkampagne vonseiten religiöser Gruppen erdulden und erhielt zahlreiche Todesdrohungen.
