src	trg	src_ctx	gender
Sorry, Chief, that was me putting it down.	Désolé, Chef, c'était moi entrain de mettre à plat.	You know what I think about regrets? - As long as your family is together, every choice you've ever made is the right one. - And together we are. - Would you guys knock it off? - He's down safe already.	 
- Don't suppose so, but it was great.	Je pense que non, mais c'était bien.	He was such an inspiration. - It sounds like you got on well with him. - Well, there was only two of us, so we spent a lot of time together. - - Is that usual? - Only two students.	 
But what's it about?	De quoi s'agit-il?	- You smell so good. - - Do you like it? - You're so light. - And how's your project going? - Better? Well, I don't think I've had any major breakthroughs.	 
Well, enjoy it while you can.	Profites-en tant que ça dure.	Someone very close to you. - She's a big part of his life right now. - Be careful what you decide to do, Clark. - Which one are you willing to sacrifice? - If you'll be 20,000 feet above the ground, might as well do it in luxury.	 
You should have done it ages ago.	Tu aurais dû faire ça bien avant.	-Hey, how are you? -I'm really glad you guys came. - Are you sure you don't want something to drink? - My God. America just told me that the neighbors are coming? - And here they are. - And she was just saying how happy that you were to finally, finally have them over, because you two are so... You're so introspective and... shy and -you know.	 
We have to take it out.	Il faut qu'on te l'enlève.	Everyone here knows everyone. - Put this on. - Roll up your sleeve. - Tracking chip. - It'll trip alarms once we start moving.	 
Is it important?	C'est important ?	Travis, you've lost a lot of weight. - Are you feeling okay? - Yeah, fine. - You know how it is, Warden, when you're recovering from an injury and you have no appetite. - Oh, no, wait, I was supposed to mail this, wasn't I?	 
Put it back.	Put it back.	You should take his car just on principle. - What do you want me to do, you know? - I mean, I doubt I can hot-wire it, since I don't even know what that means. - What are you doing? - No. Lance, no!	 
I didn't get to see it, but it looked so sad.	Je n'ai pas pu le voir, mais il avait l'ai triste.	I've been following you. - Why are you following me? - To protect you. - Like the mom in "Extremely Close and Extremely Loud." - I heard that movie was so sad.	 
Which is why I'm not throwing it away.	Et c'est pour ça, que je la gâche pas.	I'm sorry. I really tried, but he doesn't want to do it. - What? - He's giving this up? - This is the chance of a lifetime. - I can't believe he's turning this down.	 
Don't take it personally.	Ne le prends pas mal.	Flynn? You know about this Flynn thing? - Okay. Flynn. Yeah. - I don't know. - It's what he likes to be called these days. - What's wrong with Walter Jr?	 
For my birthday, let's shake it up a little... have a key lime pie instead of a cake.	Pour mon anniversaire, changeons un peu les choses... Je prendrais une tarte au citron au lieu du gâteau.	Frank, I can't tell you how sorry I am. - Well, we were both victims. - Right? - You know I have to ask. - I had no idea.	 
Don't take it personally.	- Ne le prends pas pour toi.	I wish I had the time! - Mr MacDonald seems to limp from crisis to crisis. - They were going to do so much when they came in. - The first Labour Government. - Now, I doubt they'll last the year.	 
Well, little fella, let me put it this way.	Eh bien, mon petit gars, je récapitule:	It's all right, Deputy. Sheriff Cable can handle it from here. - Cliff. - Your behavior is not funny. - It's wasting the time of the federal government. - You're lucky l'm not wasting you.	 
And I intend to keep it that way.	Et j'ai l'intention de le garder comme ça.	Thanks. - Look, Peter is our friend, and we need to help him. - His roommates are bringing him down. - This sink is amazing. - It looks like no one's puked in it yet.	 
I mean, you know, it-it was great.	Je veux dire, tu vois, c'était bien.	(exhales deeply) - Hey. Hi. - So how'd your date with Jessie go Friday night? - It went wonderfully. - Honestly, it wasn't that big of a deal.	 
Now, do the right thing and just put it down.	Fais le bon choix et pose-le.	I'm trying to help. - But what you doin', man, you ain't helping' us. - By the way things look downstairs, you need to think about getting into a whole 'nother game. - Only one alternative... - you put that gun down, or my partner downstairs, man, trust me, he will take you out.	 
Be careful what you wish for, you just might get it.	Réfléchis à ce que tu veux, tu risques de l'obtenir.	You wanted captain, you're captain. - Thank you, Tony. - You're right. - I have wanted this so fucking long. - Well, you know what they say?	 
Let's keep it that way.	Continuons comme ça.	Hey,can you not aim that at my head? - Better? Yeah. - Thanks. - Minimal blood loss. - Yeah,right.	 
I'm gonna go find it in an extra large.	Je vais chercher un XL.	♪ You got to give up the bark and bi-i-ite ♪ - ♪ I know that we got the love all ri-i-ight ♪ - ♪ Come on and li-li-light it up ♪ - ♪ Light it up tonight. ♪ - Don't you think this is gonna look so hot on Lord Tubbington?	 
We can talk about it later. What time are you coming back? Yeah.	Vous rentrez vers quelle heure ?	I don't know. So we can talk, just the two of us, you know? About what's been going on. - Dad, you don't even listen to me. There's no point in talking. - Well, I'm ready to listen to you. So if you want to... - I'm going. - How's the dinner going? Is she all right?	 
I'm not taking it out of his apartment.	Je ne la sors pas de son appartement.	Peyton, what are doing? - That's it. - You found it. - That's the case. - Bring it over.	 
Say it anyway.	Dit-le quand même.	Just ask Bo. - He was there, remembers everything, and he can't lie. - I mean, he can't. - - Bo, tell Inger that the guard hit me. - - But he didn't.	 
--Yes, and bring it straight down on Jericho.	--Oui, et les ramener directement sur Jericho.	Riley! - Is there anybody on this channel? - There are men here with guns. - I think they might have killed the sheriff. - Won't the rain clear the radiation out of the air?	 
Until you come face-to-face with something ugly and you need me to make it go away.	Jusqu'à ce que vous veniez me voir Avec quelque chose de laid et vous avez besoin de moi pour le faire partir.	She's my fucking daughter. - I know how you handle things. - What the fuck is that supposed to mean? - It means you have problems with shit like this. - Oh, yeah?	 
Of course, I had to go to the emergency room to get it out.	J'ai du aller aux urgences pour la faire sortir.	It was funny. - Don't worry, little ro-buddy. - We'll get you on life support. Or tech support. - Oh, he would've loved that joke. - I lost the head of one of my toys once.	 
You have to make it matter.	Fais en sorte que ça compte.	I know that. - Well, thank you. - Though it doesn't matter. - Not to the D.A. it doesn't matter, and it won't matter to a grand jury. - Should matter.	 
It may show us how to save her.	Ça nous montrera peut-être comment la sauver.	Come on, what do you say you and I go face this uncertainty together? - Guess that's an answer I'll have to accept, right? - Where's Melanie? - - Why? - - I painted a vision.	 
Let's keep it that way.	Que ça reste comme ça.	Thank you, Connie. - - Good night, Harry. - - Good night. - Nobody else in your team has any idea about this, have they? - Only you and I are aware of the existence of Asset K.	 
I'd have to hear it from his lips.	Il faudrait que je l'entende de sa bouche.	I hate to hurt your feelings like that, but he's not. - You don't know that. - He flirts with me. - He does. - If you knew he wasn't interested, would that make a difference?	 
It must have destroyed her to hear all that.	Ca a dû la détruire d'entendre tout ça.	- and if it's a problem... - - I'll end it. - Skye requested a moment alone on campus. - - You told her, didn't you? - - I had to.	 
It was great.	C'était génial.	What? - Fiancé. - You'll have to learn the word for "husband" soon. - Not soon enough. - How was the concert?	 
And let's keep it that way.	Et que ça continue comme ça.	And now it's mine. - And mine. - And mine. - That's not fair, Babs. - We never did anything to you.	 
Okay, let's try it again.	Bon, on recommence.	Friday, September 17th Yoichi wants to go fishing with his Grandpa. - Oh, is that so? - Let's go out and go fishing! - Aww, he got away! - You're not very good at this!	 
