src	trg	src_ctx	gender
Did you expect it to be otherwise?	¿Esperabais oírla de otro modo?	Perhaps you never found the right lady. - I found her once but she simply vanished. - I drink to her memory. - Her smile reminds me of your wife's. - Your tone is cold.	feminine
So why not put it out there?	Así que ¿por qué no usarla?	- What is that? - - I don't know. - - What are you supposed to do about it? - - Do you mean like Princess Sparkle? - You are young, you are single, and you have a cute nose.	feminine
It can only lead you into despair.	Sólo puede llevarla al precipicio.	Thank you, brother. - You're welcome, brother. - I'm no brother to any little priest. - What was this miracle, Father? - Renounce your vengeance, Duchess.	feminine
- You could have it at my house.	- Podrías hacerla en mi casa.	I was thinking we could do a candlelight vigil, kind of get everyone together. - So then I thought, lemons into lemonade. - Drumroll, please. - - Baby shower. - - No.	feminine
What a big deal about changing it a bit.	No hay problema en cambiarla un poco.	We heard that Meen's shade appered in the film. - Don't you feel scared of being spooked? - Actually, I didn't insult her with anything in the movie. - Movie that is based on real case is often eerie. - About mysterious stuff, you'd better ask the crew.	feminine
Could you put it on the bill, please?	¿Podría incluirla en la cuenta?	Cloak. - Shoes. - I think you forgot the mask. - I don't think so. - I must have lost it.	feminine
We're trying to make it sort of a little bit timeless.	Intentamos hacerla un poco intemporal.	Gotham in this series is more vibrant and crowded and archaic than people will be expecting if they're used to the Gotham of the movies. - We talked about a city out of control, and our fantasy of 1970s New York in the films of Sidney Lumet and William Friedkin... graffiti everywhere, cops everywhere, corruption. - New York in the '70s just kept getting worse and worse and crazier and crazier. - That's the Gotham that we're looking at today. - We're not saying that the show takes place at any particular time.	feminine
I must have smelled it in my sleep.	Debí olerla cuando estaba dormido.	I was dreaming about my mother. - She was just asking me if I wanted a nice big red apple. - And when I woke up, I was holding one! - Oh, we're still on the train. - What a beautiful apple!	feminine
Go get it for us.	Ve a obtenerla para nosotros.	Not unless they deserve it, coach! - Hey, hey, coach. - Put me in. - Jimmy, sit down. - Now, Kenny, we need that ball.	feminine
Yes, they do, But it was you I wanted to drink it with.	Pero es contigo que quería tomarla.	If they want my photos they'll accept my conditions. - - Ok, I will see what I can do. - - What are you doing here? - - Sorry. I was in the mood for a beer. - Other people also like drinking beer.	feminine
You want to keep it on the outside.	Hay que mantenerla afuera.	Where were you? CLANGING Come on. - Oh, God. - This is not good. - Water, inside the submarine. - No.	feminine
Make it as matter of fact as possible.	Y hacerla de hecho posible.	Space docking, where you take a shit in a girl's pussy. I don't think anyone has. - I would make sure that I was treating those things as... - And then he took the carburettor, and he began to take the carburettor apart... - I'm fucking my daughter, understand, while she's knobbing my son. - And he's not trying to be foul.	feminine
Try to play it slowly first.	Trata de tocarla lentamente primero.	Talent is only half of it. - The rest is just practice. - With emotion, Belle. - Try to feel the piece. - Let yourself go.	feminine
She wants to use it on herself.	Quiere usarla en ella misma.	You can set up your lab. - I work with a lab full of researchers. - They'd never allow it. - I don't think she was kidnapped, Clark. - Lana doesn't wanna destroy the technology.	feminine
I can wear it on my jacket!	Puedo ponerla en mi abrigo.	All right, let's see now. - One second. - For Ricky, - - a genuine Royal Air Force insignia. - - Swell!	feminine
You have to see it for yourself.	Necesitas verla con tus propios ojos.	Even now, in this very room. - That you are a slave. - Like everyone else, you were born into bondage born into a prison that you cannot smell or taste or touch. - A prison for your mind. - Unfortunately, no one can be told what the Matrix is.	feminine
Here, I'll bruise it for you.	Déjame aplastarla un poco.	Bank holidays are the pits, aren't they? - Rawdon: We've got... a lost child at the administration booth. - Her name is Bethany. She's six years old. - She's wearing like a pink flowery T-shirt. - Could Bethany's mom or dad please come to the administration booth? ( echoing distortion )	feminine
You been watching it for three days?	¿Llevas tres días observándola?	The $5,000? - - Look at that. - - What? - That cable truck there. - What?	feminine
I'll put it in his room.	Voy a ponerla en su habitación.	We need to find something on him. - I tookthe money and buried the bag behind the fence there. - I've got it. - What shall I do with it? - If I'm caught with it...	feminine
We'll have to get around to getting it fixed.	Algún día tendremos que arreglarla.	You're very sweet. - I'm getting nervous... - Be careful. - - What are you doing? - - Are you okay? - That blasted thing falls apart all the time.	feminine
I will go and fetch it if you like.	- Si quiere, voy a buscarla.	Molly. - Mr and Mrs Wilde, will you take a seat, please? - Laker, can you sit over there? - - This door is locked, why? - The key is at my house.	feminine
I'll read it as soon as I can.	Voy a leerla tan pronto pueda.	Go away! - Two years after our high school's graduation we all seem changed somehow, from a regular group of rural school kids to the grown ups we are now. - For me, this event made me realize that the future comes from our wishes. - 2 YEARS AGO - Kim!	feminine
We need to seal it up too.	Tenemos que sellarla también.	Hold on. - We'll get you out. - Don't leave! - We can't let the water level rise up here. - Not if we're going to survive.	feminine
We've been intending to have it repaired.	Tenemos previsto repararla.	Wait, I wanna see the cuckoo come out. - I'll not question your motives, Mr. Williams, for changing your mind. - I'll only say we are grateful to have you with us. - I imagine you look upon St. Anthony's as a last, desperate resort. - Oh, no, not that one.	feminine
Thanks for giving it in person.	Gracias por traerla personalmente.	Kim... - Please come back. - - My interview's about to start. - - Parker. - We've been waiting on your recommendation.	feminine
We have to receive it in the right spirit.	Debemos recibirla como es debido.	- I hate that little-girl stuff. - - I know. - Caroline, this is important. - He's handing over his whole life. - Can't you understand that?	feminine
Well, can't you get it back?	- Bueno, ¿puedes recuperarla?	Tell me about the Dragon. - I tried to kill it, but I failed. - What? - How? (sighs) I had a magic sword. - The only sword powerful enough to slay the Dragon.	feminine
Have they sent it for analysis yet?	¿La han enviado para analizarla ya?	Sorry. - I'm sorry. - I've put my whole... my job on the line. - And I don't want the kids involved in this. - Jim, boys found a pretty good shoe mark near the park bench.	feminine
He says he was gonna kill it and eat it.	Dijo que iba a matarla y comérsela.	All right, let's hit it. - Already? - Hey, Rose, there better be fire trucks on their way to my house right now. - You have to come home. - This guy was being really mean to his goat.	feminine
I've got to get it out of here.	Tengo que sacarla de aquí.	The skull hasn't been lost, just misplaced. - What's your interest with Drax and these skulls? - I represent their true owners. - I want to see them returned. - Drax wants them for himself. I can't let Drax get his hands on this skull.	feminine
Rather unwise, you know, to leave it open.	Fue una imprudencia dejarla abierta.	"Good night, sweet ladies." - That's Hamlet, of course. - [Starr]: Oh, don't bother. - I like to find my own way out as well as in. - By the way shall I close the front door?	feminine
To bring it into a different dimension.	De llevarla a una dimensión diferente.	Every time you look into a score, you learn new things. - Also, I am trying to get the mood... - Set the mood right, you know? - To get this concentration, to get everything, you know, ready. - That's the good thing about music, there is always a new way of presenting it.	feminine
- Develop it now and make about ten copies.	Revélalo y saca unas 10 copias.	Is my son going to be released or not? - - Yes! So, what did they kill Garrone with? - With this! - A stone phallus clearly inspired by the Pompeian art. - Who knows?	feminine
I haven't got round it once yet.	Aún no he logrado trazarla.	Oh, dear. - Oh, dear, dear, dear... - ~ You crashed again? ~ Yeah. - Didn't you crash on this corner this morning? - Yeah.	feminine
I think I just forgot to write it down.	Creo que olvidé apuntarla.	- Yes, exactly. - They've brought in someone. - - Does she suspect you? - - She suspects everybody. - Arthur has you meeting at the Soviet embassy, but you don't have a record of that meeting in your log.	feminine
