src	trg	src_ctx	gender
It was great.	- Es war toll.	Come here. - There he is. - Hey. - Hey, guys. Sorry I'm so late. - How was Disney?	 
Your standing in this town is intact and I intend to keep it that way.	Ihr Ansehen in dieser Stadt ist intakt und ich habe vor, dass es so bleibt.	Oh, I see. - So you're gonna have to explain it all to him, then. Good. - When you do, please inform 711 that his precious Mr. Culpepper is finished. - - I am out. - - Nobody is out.	 
I'm sorry! I didn't mean for you to take it personally.	Tut mir leid... es war nicht persönlich gemeint.	You already mentioned that. - You know? I think you are quite strange. - Sometimes I get the impression that you are living in a different world. - I don't expect you to understand me! - Not many people do...	 
Is it important?	Ist es wichtig?	Yeah? - It's me. - Can I come in? - I'm in my bath. - I know.	 
And I haven't heard you say it once.	Und ich habe dich das nicht einmal sagen hören.	I am trying to get to know you, but you're doing everything you can to avoid me! - That's because you're stiff, you're humorless, you're a control freak. - You operate from this place of fear. - You know... - My mom used to tell me every day that she loved me.	 
I know, because I had to look it up.	Ich weiß das, weil ich es nachgeprüft habe.	Come on, Jamie. - Don't take us for fools. - I've been editing your copy for two years now. - And you've used the word "pettifoggery" - on several occasions.	 
You have to bring it back.	Man muss es auch zurückbringen.	The magician takes the ordinary something and makes it do something extraordinary. - Now you're looking for the secret, but you won't find it, because, of course, you're not really looking. - You don't really want to know. - You want to be... fooled. - But you wouldn't clap yet, because making something disappear isn't enough.	 
But I worry about how to put it up there.	Aber wie sollen wir es dort oben hinbekommen?	No! Koy! - Oh! - Stop! - Stop forbidding me to do anything. - I will consult with my father and Uncle Tup about the gunpowder.	 
Spit it out.	Spuck's aus.	Weren't we just talking about the long haul? - We are,but... - There's just no easy way to say this. - What? - Just say it.	 
The mere memory of it leaves me shamed.	Allein die Erinnerung daran beschämt mich.	I am not sure what you mean, Sir, nor am I sure I want to. - Allow me to put your fears to rest. - I wish to apologize. - That awful day in the woods... - Who are you?	 
Get it out and put it on the table right now!	Holt es raus und legt es auf den Tisch!	Get on your knees! - All right. - What's your name? Max. - Max is my little fucking dog. - Everybody get your fucking money and he's gonna go fetch.	 
Put it back.	Leg sie zurück.	No, sir. - Thank you. - That's mine. - What are you doing with this? - What are you doing going through my things?	 
Her skull was intact, so it made it easy to work with.	Ihr Schädel war ganz, das macht es leichter.	Well, I hope it's not soup. - If she was his student and I'm her student, then it follows... - Ain't gonna happen, Zack-O. - Not in this universe. - Here's a sketch of the victim.	 
Spit it out...	Spuck's aus!	I could hardly sneak out on my wife. - I'm not paying your pad so that you can go to the disco. - Are you doing this on purpose? - Are you doing this on purpose... - Maya?	 
Keep it safe.	Verwahre es in Sicherheit.	Take it. - - No... - Don't let anybody know that you have it. - If anything happens to me, just do what I told you. - Stay off the road, they're gonna be looking for it.	 
But say it anyway.	Aber erzähl ihn trotzdem.	Don't worry about it. - Good night. - == sync, corrected by elderman == @elder_man - Leonard, I've been working on an opening joke for our lecture at Berkeley. - Oh, I like to laugh.	 
You will put it back.	Sie werden es wieder zurückgeben.	Is it possible that you're recirculating air, running heating plants, purifying water? - Indeed, captain, that is unquestionably part of what I am doing. - - He must stay. He must stay! - - He will not stay. - Now, you took his brain.	 
What's it about?	Worüber?	What are you doing here, or are you just with them? - I hear you're a writer. - - Your mother says you wrote a book. - Yeah. - Then not sort of, you're a writer.	 
Let me put it this way: if you think you know the answer and because of that, you think you're better than everybody else, then you're guilty of it.	Wenn du denkst, du kennst die Antwort und hältst dich deshalb für was Besseres, dann bist du dessen schuldig.	Gluttony, sure. - Greed, yeah. - Envy, sloth, anger-- Or to be a little more technical, wrath. - What else? - What else?	 
Use it to dig into our past, Regina.	Benutze ihn, um in unserer Vergangenheit zu graben, Regina.	Oh, well, you shouldn't. - It's a lot to swallow, which is why I've brought a gift to help. - I don't want a gift from you. - Oh, but you shall have it. - You see, my gift to you is this sad, sad day.	 
I didn't mean to take it out on you. Okay.	Ich wollte es nicht an dir auslassen.	Go back to sleep. - Okay. - I love you, Violet. - I'm sorry. - About yesterday. I... mm, this case has got me all... mm...	 
What if we try touching it at the same time?	Was, wenn wir versuchen, sie alle zugleich zu berühren?	Then how do we make this right? - We got to win over their hearts and minds. - - Still nothing. - - The dome kind of has a mind of its own. - Maybe it's not in the mood.	 
I, uh... just wanted to stop by and tell you I don't take it personally.	Ich... wollte nur anhalten und Ihnen sagen, dass ich es nicht persönlich nehme.	I, uh... - looked up your address. - Actually easier to get than your phone number, believe it or not. - Oh, did you want to come in or... - No, actually, I'm on duty.	 
It can store the food for eventual recycling. Eh... maybe we should focus on something more productive, like getting out of here.	Wir sollten etwas Konstruktiveres ins Auge fassen, wie hier abzuhauen.	My uniform probably tastes better. You know, I was thinking. When we get back to Voyager, perhaps you and Seven could help me modify my physical parameters. - Why? - So I can eat, of course, like any other member of the crew. - There's just one small problem-- you don't have a stomach. - Where is the food gonna go? I believe we can construct a holographic stomach.	 
You should try it sometime.	Damit solltest du es auch mal versuchen.	I can't believe you. - I don't believe you. - You don't believe you. - Fuck it. - Helen is courteous.	 
And I wore it today, and it just made me feel better.	Und heute trug ich es und fühlte mich dadurch besser.	What's this? - It's Ziva's scarf. - I remember this. - She wore it her first day at NCIS. - Yeah, and then after we became friends, I complimented her on it, and she just gave it to me.	 
We didn't think you would take it personally.	Wir wussten nicht, dass Sie es so persönlich nehmen.	We're in this glee club together. - Artie doesn't care. - His dad drives him everywhere. - I do care. - It kind of hurt my feelings.	 
We're preparing to bring it on line.	- Wir aktivieren es.	I'm picking up spatial fissures-- hundreds of them. - Looks like they've stepped up their attacks. - Reroute all available power to shields. - They're holding, but at this rate, it won't be long before the aliens break through. - Bridge to Tuvok. We need that security grid.	 
It was great.	Das war gut.	Horror films? - Yes. Why not? - I saw a great one today. - "Night of the Living Dead." - George Romero. It's a classic.	 
I need to do something to make it right!	Ich muss etwas machen, um das wieder klarzustellen!	This couldn't be helped, either. - Do you understand how vengeance works? - The satisfaction comes from the doing. - They killed one of my men. - Almost killed my nephew.	 
I'm not gonna say it again.	Ich sage das nicht noch mal.	- I would've thought that was fucking obvious, mate. - Okay, everybody in the corner. - Move. - Move! - On your feet!	 
-Sarah, could you turn it down, please?	- Sarah, mach das bitte leiser.	- Rusty! - Come on, boy. - Come on. - We're gonna be late. - Hello, Jack.	 
Either have a stroke or spit it out.	Entweder Schlaganfall oder spuck es aus.	I can't! - Sweet Jesus, God, then at least shoot out my eyes so I don't have to see! - Oh, my God! - Huh. I thought that was gonna be way more epic-firebally. - Come on, Cyril, pick one.	 
I survived it once.	Ich kann es nicht noch mal überleben.	When I was young, my, uh, my father told me the story of a bird handler. - He decided to paint the strongest of his birds a different color. - As it flew toward its flock, they instantly attacked it, violently pecking the intruder tdeath. - My father was trying to warn me to be different is to lead a life of pain and persecution. - He was right.	 
